#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2017 04 16 14 00  10  8.2  9.3    MM    MM    MM  MM 1015.9   7.3    MM   5.0   MM -1.8    MM
2017 04 16 13 00  20  7.7  8.8    MM    MM    MM  MM 1016.4   7.4    MM   3.9   MM -2.3    MM
2017 04 16 12 00  10  6.7  7.7    MM    MM    MM  MM 1017.1   7.5    MM   4.5   MM -2.0    MM
2017 04 16 11 00  20  7.2  7.7    MM    MM    MM  MM 1017.7   7.5    MM   4.8   MM -2.3    MM
2017 04 16 10 00 360  8.2  8.8    MM    MM    MM  MM 1018.7   8.1    MM   5.6   MM -1.6    MM
2017 04 16 09 00 360  7.2  8.2    MM    MM    MM  MM 1019.1   8.4    MM   4.4   MM -1.8    MM
2017 04 16 08 00 360  3.6  4.1    MM    MM    MM  MM 1020.0   8.3    MM   3.9   MM -1.1    MM
2017 04 16 07 00 360  4.6  5.7    MM    MM    MM  MM 1020.3   8.8    MM   3.7   MM -1.1    MM
2017 04 16 06 00 350  5.1  5.7    MM    MM    MM  MM 1020.9   8.9    MM   3.5   MM -0.5    MM
2017 04 16 05 00 360  5.7  5.7    MM    MM    MM  MM 1021.1   9.5    MM   5.1   MM -0.8    MM
2017 04 16 04 00 360  6.2  6.2    MM    MM    MM  MM 1021.4   9.9    MM   4.7   MM -0.8    MM
2017 04 16 03 00  20  5.7  6.2    MM    MM    MM  MM 1021.4  10.0    MM   5.4   MM -1.0    MM
2017 04 16 02 00  20  4.1  4.6    MM    MM    MM  MM 1021.9  10.1    MM   6.4   MM -1.1    MM
2017 04 16 01 00  20  3.6  3.6    MM    MM    MM  MM 1022.2  10.4    MM   5.4   MM -1.4    MM
2017 04 16 00 00 340  1.5  1.5    MM    MM    MM  MM 1022.4  11.5    MM  -0.8   MM -1.9    MM
2017 04 15 23 00 230  2.1  2.1    MM    MM    MM  MM 1023.0  11.4    MM  -1.4   MM -1.7    MM
2017 04 15 22 00 190  2.6  2.6    MM    MM    MM  MM 1023.6  11.0    MM   1.3   MM -1.6    MM
2017 04 15 21 00 180  2.6  3.1    MM    MM    MM  MM 1024.3  10.4    MM   3.8   MM -1.3    MM
2017 04 15 20 00 180  2.6  3.1    MM    MM    MM  MM 1024.7  10.0    MM   3.4   MM -0.8    MM
2017 04 15 19 00 160  2.1  2.6    MM    MM    MM  MM 1025.2   9.6    MM   3.8   MM +0.0    MM
2017 04 15 18 00 160  2.6  3.1    MM    MM    MM  MM 1025.6   8.6    MM   3.9   MM +0.0    MM
2017 04 15 17 00 160  3.6  4.1    MM    MM    MM  MM 1025.5   7.5    MM   4.2   MM +0.3    MM
2017 04 15 16 00 160  4.1  4.1    MM    MM    MM  MM 1025.4   6.9    MM   4.3   MM +0.5    MM
2017 04 15 15 00 190  3.1  4.1    MM    MM    MM  MM 1025.5   6.5    MM   4.2   MM +0.7    MM
2017 04 15 14 00 210  5.1  6.2    MM    MM    MM  MM 1025.2   6.3    MM   4.2   MM +0.5    MM
2017 04 15 13 00 190  6.2  6.7    MM    MM    MM  MM 1024.9   6.5    MM   4.3   MM +0.5    MM
2017 04 15 12 00 190  7.2  8.2    MM    MM    MM  MM 1024.8   6.8    MM   4.6   MM +0.4    MM
2017 04 15 11 00 190  7.7  8.8    MM    MM    MM  MM 1024.7   7.0    MM   4.7   MM +0.7    MM
2017 04 15 10 00 180 10.3 11.3    MM    MM    MM  MM 1024.4   7.0    MM   4.6   MM +0.8    MM
2017 04 15 09 00 180  9.3 10.3    MM    MM    MM  MM 1024.4   7.0    MM   4.6   MM +1.0    MM
2017 04 15 08 00 180 10.8 11.8    MM    MM    MM  MM 1024.0   7.3    MM   4.7   MM +0.9    MM
2017 04 15 07 00 180 10.3 11.3    MM    MM    MM  MM 1023.6   7.5    MM   4.7   MM +1.0    MM
2017 04 15 06 00 180  9.8 11.3    MM    MM    MM  MM 1023.4   7.7    MM   4.6   MM +1.3    MM
2017 04 15 05 00 180  9.8 10.8    MM    MM    MM  MM 1023.1   7.9    MM   4.7   MM +1.5    MM
2017 04 15 04 00 170  9.8 10.8    MM    MM    MM  MM 1022.6   8.1    MM   5.2   MM +1.4    MM
2017 04 15 03 00 180 10.8 11.8    MM    MM    MM  MM 1022.1   8.5    MM   5.2   MM +1.4    MM
2017 04 15 02 00 180 10.8 12.4    MM    MM    MM  MM 1021.6   8.9    MM   4.9   MM +0.9    MM
2017 04 15 01 00 170  9.8 10.3    MM    MM    MM  MM 1021.2   8.9    MM   4.9   MM +0.8    MM
2017 04 15 00 00 180 13.4 14.9    MM    MM    MM  MM 1020.7   8.4    MM   4.8   MM +0.3    MM
2017 04 14 23 00 180 10.8 12.4    MM    MM    MM  MM 1020.7   9.1    MM   4.2   MM +0.4    MM
2017 04 14 22 00 190 10.8 11.8    MM    MM    MM  MM 1020.4   9.2    MM   4.1   MM +0.0    MM
2017 04 14 21 00 180 10.8 12.4    MM    MM    MM  MM 1020.4   8.2    MM   4.3   MM +0.3    MM
2017 04 14 20 00 200 12.4 13.9    MM    MM    MM  MM 1020.3   8.5    MM   4.7   MM +0.6    MM
2017 04 14 19 00 190 11.3 13.4    MM    MM    MM  MM 1020.2   8.8    MM   4.7   MM +0.9    MM
2017 04 14 18 00 180  8.8  9.8    MM    MM    MM  MM 1020.1   8.5    MM   4.5   MM +1.5    MM
2017 04 14 17 00 190 10.8 11.8    MM    MM    MM  MM 1019.7   7.7    MM   4.5   MM +1.4    MM
2017 04 14 16 00 190  9.8 10.8    MM    MM    MM  MM 1019.3   7.1    MM   4.7   MM +1.5    MM
2017 04 14 15 00 190  9.8 10.3    MM    MM    MM  MM 1018.6   6.9    MM   4.6   MM +1.2    MM
2017 04 14 14 00 190  8.8  9.8    MM    MM    MM  MM 1018.3   6.9    MM   4.8   MM +1.0    MM
2017 04 14 13 00 190  9.3 10.3    MM    MM    MM  MM 1017.8   7.1    MM   4.8   MM +1.0    MM
2017 04 14 12 00 190  9.8 11.3    MM    MM    MM  MM 1017.4   7.2    MM   4.6   MM +0.8    MM
2017 04 14 11 00 190  8.2  8.8    MM    MM    MM  MM 1017.3   7.4    MM   4.6   MM +1.3    MM
2017 04 14 10 00 190  8.8  9.3    MM    MM    MM  MM 1016.8   7.5    MM   4.2   MM +1.1    MM
2017 04 14 09 00 180  8.8  9.8    MM    MM    MM  MM 1016.6   7.4    MM   4.6   MM +1.5    MM
2017 04 14 08 00 180  9.3 10.3    MM    MM    MM  MM 1016.0   7.7    MM   4.8   MM +1.3    MM
2017 04 14 07 00 190  9.3  9.8    MM    MM    MM  MM 1015.7   8.0    MM   4.8   MM +1.6    MM
2017 04 14 06 00 170  9.8 10.8    MM    MM    MM  MM 1015.1   8.1    MM   4.5   MM +2.0    MM
2017 04 14 05 00 170  8.8  9.8    MM    MM    MM  MM 1014.7   8.3    MM   5.0   MM +2.3    MM
2017 04 14 04 00 180  8.8  9.8    MM    MM    MM  MM 1014.1   8.5    MM   4.7   MM +2.0    MM
2017 04 14 03 00 180  9.3  9.8    MM    MM    MM  MM 1013.1   8.8    MM   5.2   MM +1.7    MM
2017 04 14 02 00 180  8.8  9.3    MM    MM    MM  MM 1012.4   8.6    MM   4.6   MM +1.8    MM
2017 04 14 01 00 210 11.3 12.9    MM    MM    MM  MM 1012.1   9.5    MM   4.2   MM +2.1    MM
2017 04 14 00 00 180  8.2  9.3    MM    MM    MM  MM 1011.4   9.2    MM   5.0   MM +2.0    MM
2017 04 13 23 00 190  7.7  9.8    MM    MM    MM  MM 1010.6   9.8    MM   4.8   MM +1.9    MM
2017 04 13 22 00 200  7.2  8.2    MM    MM    MM  MM 1010.0  10.3    MM   5.3   MM +1.6    MM
2017 04 13 21 00 200  5.1  5.7    MM    MM    MM  MM 1009.4   9.4    MM   5.8   MM +1.1    MM
2017 04 13 20 00 210 10.8 11.3    MM    MM    MM  MM 1008.7  10.0    MM   4.7   MM +0.5    MM
2017 04 13 19 00 190  8.2  8.8    MM    MM    MM  MM 1008.4  10.0    MM   5.0   MM +0.5    MM
2017 04 13 18 00 190  6.2  6.7    MM    MM    MM  MM 1008.3   9.4    MM   5.5   MM +0.7    MM
2017 04 13 17 00 180  5.7  6.7    MM    MM    MM  MM 1008.2   8.7    MM   5.4   MM +1.1    MM
2017 04 13 16 00 180  3.1  3.6    MM    MM    MM  MM 1007.9   8.0    MM   5.9   MM +1.1    MM
2017 04 13 15 00 160  4.6  4.6    MM    MM    MM  MM 1007.6   8.1    MM   5.6   MM +0.9    MM
2017 04 13 14 00 150  5.1  6.2    MM    MM    MM  MM 1007.1   7.8    MM   6.2   MM +0.4    MM
2017 04 13 13 00 170  6.7  7.2    MM    MM    MM  MM 1006.8   8.0    MM   5.9   MM +0.8    MM
2017 04 13 12 00 190  6.7  7.7    MM    MM    MM  MM 1006.7   7.9    MM   6.3   MM +0.5    MM
2017 04 13 11 00 180  7.7  8.8    MM    MM    MM  MM 1006.7   8.0    MM   6.1   MM +0.8    MM
2017 04 13 10 00 180  6.7  7.2    MM    MM    MM  MM 1006.0   8.0    MM   5.6   MM +0.6    MM
2017 04 13 09 00 210  8.8  9.8    MM    MM    MM  MM 1006.2   8.1    MM   5.1   MM +0.5    MM
2017 04 13 08 00 190  7.7  8.2    MM    MM    MM  MM 1005.9   8.5    MM   6.0   MM -0.0    MM
2017 04 13 07 00 180  6.7  7.2    MM    MM    MM  MM 1005.4   8.6    MM   8.1   MM -0.6    MM
2017 04 13 06 00 170  6.7  7.7    MM    MM    MM  MM 1005.7   8.8    MM   8.3   MM +0.3    MM
2017 04 13 05 00 160  5.1  5.7    MM    MM    MM  MM 1005.9   8.9    MM   7.8   MM +1.4    MM
2017 04 13 04 00 170  5.1  5.7    MM    MM    MM  MM 1006.0   9.4    MM   8.0   MM +1.2    MM
2017 04 13 03 00 230  7.2  9.3    MM    MM    MM  MM 1005.4  10.3    MM   7.0   MM -0.0    MM
2017 04 13 02 00  30  1.0  1.5    MM    MM    MM  MM 1004.5  10.7    MM   7.3   MM -1.6    MM
2017 04 13 01 00  40  3.1  3.1    MM    MM    MM  MM 1004.8  12.2    MM   7.2   MM -1.9    MM
2017 04 13 00 00  40  1.5  1.5    MM    MM    MM  MM 1005.5  13.5    MM   6.9   MM -1.3    MM
2017 04 12 23 00 150  1.5  2.1    MM    MM    MM  MM 1006.1  12.6    MM   8.1   MM -1.5    MM
2017 04 12 22 00 170  3.6  4.1    MM    MM    MM  MM 1006.7  12.3    MM   7.7   MM -1.4    MM
2017 04 12 21 00 170  2.6  2.6    MM    MM    MM  MM 1006.8  11.4    MM   7.9   MM -0.7    MM
2017 04 12 20 00 180  4.6  5.1    MM    MM    MM  MM 1007.6  10.5    MM   7.8   MM +1.0    MM
2017 04 12 19 00 180  6.2  6.7    MM    MM    MM  MM 1008.1   9.9    MM   8.7   MM +2.5    MM
2017 04 12 18 00 180  9.8 10.3    MM    MM    MM  MM 1007.5  10.2    MM   8.2   MM +2.8    MM
2017 04 12 17 00 170  9.3  9.8    MM    MM    MM  MM 1006.6  10.3    MM   8.9   MM +3.0    MM
2017 04 12 16 00 170 11.3 12.4    MM    MM    MM  MM 1005.6  10.1    MM   8.6   MM +2.3    MM
2017 04 12 15 00 170  9.3  9.8    MM    MM    MM  MM 1004.7   9.3    MM   8.3   MM +0.7    MM
2017 04 12 14 00 140  4.6  6.2    MM    MM    MM  MM 1003.6   8.3    MM   7.5   MM -0.6    MM
2017 04 12 13 00  10  4.1  4.1    MM    MM    MM  MM 1003.3   7.5    MM   7.4   MM -1.3    MM
2017 04 12 12 00  30  4.1  4.6    MM    MM    MM  MM 1004.0   7.3    MM   6.9   MM -1.3    MM
2017 04 12 11 00  30  5.1  5.7    MM    MM    MM  MM 1004.2   7.2    MM   6.4   MM -1.7    MM
2017 04 12 10 00  30  4.6  5.1    MM    MM    MM  MM 1004.6   7.2    MM   5.9   MM -1.6    MM
2017 04 12 09 00  40  5.1  5.7    MM    MM    MM  MM 1005.3   7.4    MM   5.2   MM -1.7    MM
2017 04 12 08 00  20  3.6  4.6    MM    MM    MM  MM 1005.9   8.0    MM   4.8   MM -2.2    MM
2017 04 12 07 00  30  6.2  6.7    MM    MM    MM  MM 1006.2   8.8    MM   6.2   MM -2.4    MM
2017 04 12 06 00  30  6.7  7.2    MM    MM    MM  MM 1007.0   8.9    MM   6.5   MM -2.3    MM
2017 04 12 05 00  30  6.2  6.7    MM    MM    MM  MM 1008.1   9.1    MM   6.5   MM -2.0    MM
2017 04 12 04 00  20  6.2  6.7    MM    MM    MM  MM 1008.6   9.4    MM   5.9   MM -1.9    MM
2017 04 12 03 00  10  6.2  6.7    MM    MM    MM  MM 1009.3   9.6    MM   5.7   MM -1.6    MM
2017 04 12 02 00  30  6.7  7.2    MM    MM    MM  MM 1010.1   9.8    MM   5.2   MM -1.0    MM
2017 04 12 01 00  40  6.7  7.2    MM    MM    MM  MM 1010.5   9.8    MM   5.6   MM -1.5    MM
2017 04 12 00 00  20  5.1  5.7    MM    MM    MM  MM 1010.9   9.9    MM   6.1   MM -2.2    MM
2017 04 11 23 00 360  5.7  6.2    MM    MM    MM  MM 1011.1  10.5    MM   5.5   MM -3.2    MM
2017 04 11 22 00  10  7.2  7.2    MM    MM    MM  MM 1012.0  10.1    MM   4.7   MM -3.4    MM
2017 04 11 21 00 360  7.2  7.7    MM    MM    MM  MM 1013.1   9.8    MM   4.0   MM -3.2    MM
2017 04 11 20 00 360  7.7  8.2    MM    MM    MM  MM 1014.3   9.0    MM   4.6   MM -2.8    MM
2017 04 11 19 00 360  7.7  8.2    MM    MM    MM  MM 1015.4   8.5    MM   3.9   MM -2.4    MM
2017 04 11 18 00 360  8.2  8.8    MM    MM    MM  MM 1016.3   7.4    MM   4.7   MM -2.3    MM
2017 04 11 17 00 350  7.2  7.7    MM    MM    MM  MM 1017.1   6.7    MM   4.9   MM -1.9    MM
2017 04 11 16 00  20  5.7  6.2    MM    MM    MM  MM 1017.8   6.3    MM   2.6   MM -1.5    MM
2017 04 11 15 00  30  2.1  2.6    MM    MM    MM  MM 1018.6   6.0    MM   4.2   MM -1.3    MM
2017 04 11 14 00  30  1.0  1.0    MM    MM    MM  MM 1019.0   5.2    MM   4.1   MM -1.8    MM
2017 04 11 13 00  40  2.1  3.1    MM    MM    MM  MM 1019.3   5.7    MM   4.8   MM -2.0    MM
2017 04 11 12 00  50  1.5  2.1    MM    MM    MM  MM 1019.9   5.7    MM   2.9   MM -1.7    MM
2017 04 11 11 00  90  2.1  3.1    MM    MM    MM  MM 1020.8   6.0    MM   2.9   MM -0.8    MM
2017 04 11 10 00 170  2.1  2.6    MM    MM    MM  MM 1021.3   6.6    MM   3.8   MM +0.0    MM
2017 04 11 09 00 150  5.1  6.2    MM    MM    MM  MM 1021.6   7.0    MM   4.0   MM +0.0    MM
2017 04 11 08 00 180  7.2  8.2    MM    MM    MM  MM 1021.6   7.6    MM   4.4   MM +0.5    MM
2017 04 11 07 00 180  7.7  8.2    MM    MM    MM  MM 1021.3   7.7    MM   4.3   MM +0.8    MM
2017 04 11 06 00 180  7.7  8.8    MM    MM    MM  MM 1021.4   7.8    MM   4.6   MM +1.6    MM
2017 04 11 05 00 180  9.3  9.8    MM    MM    MM  MM 1021.1   7.5    MM   3.9   MM +1.9    MM
2017 04 11 04 00 190 10.3 11.8    MM    MM    MM  MM 1020.5   8.0    MM   4.8   MM +1.2    MM
2017 04 11 03 00 190 10.8 12.9    MM    MM    MM  MM 1019.8   8.2    MM   4.8   MM +0.8    MM
2017 04 11 02 00 200  9.8 10.8    MM    MM    MM  MM 1019.2   8.5    MM   4.4   MM +0.8    MM
2017 04 11 01 00 210 13.9 18.5    MM    MM    MM  MM 1019.3   8.5    MM   4.4   MM +1.6    MM
2017 04 11 00 00 210 11.3 12.4    MM    MM    MM  MM 1019.0   7.9    MM   4.2   MM +1.5    MM
2017 04 10 23 00 220  7.2  8.2    MM    MM    MM  MM 1018.4   7.9    MM   4.4   MM +1.4    MM
2017 04 10 22 00 180  9.8 11.3    MM    MM    MM  MM 1017.7   8.3    MM   5.1   MM +0.5    MM
2017 04 10 21 00 200  7.7  8.2    MM    MM    MM  MM 1017.5   8.5    MM   4.7   MM +0.8    MM
2017 04 10 20 00 190  9.8 10.8    MM    MM    MM  MM 1017.0   8.8    MM   5.3   MM -0.0    MM
2017 04 10 19 00 190  7.2  8.8    MM    MM    MM  MM 1017.2   7.4    MM   4.7   MM +0.4    MM
2017 04 10 18 00 170  5.7  6.7    MM    MM    MM  MM 1016.7   8.5    MM   3.9   MM +0.0    MM
2017 04 10 17 00 200  6.2  6.2    MM    MM    MM  MM 1017.1   8.2    MM   3.6   MM +0.6    MM
2017 04 10 16 00 190  6.2  6.7    MM    MM    MM  MM 1016.8   7.5    MM   4.2   MM   MM    MM
2017 04 10 15 00 200  7.7  8.2    MM    MM    MM  MM 1016.6   7.2    MM   4.7   MM +1.5    MM
2017 04 10 14 00 200  8.8  9.3    MM    MM    MM  MM 1016.5   7.2    MM   5.3   MM +1.7    MM
2017 04 10 13 00 190  8.8  9.3    MM    MM    MM  MM 1015.9   7.4    MM   5.6   MM +1.4    MM
2017 04 10 12 00 190 10.8 11.8    MM    MM    MM  MM 1015.1   7.6    MM   5.7   MM +0.9    MM
2017 04 10 11 00 180  8.8  9.8    MM    MM    MM  MM 1014.8   7.6    MM   5.6   MM +2.0    MM
2017 04 10 10 00 190  8.8  9.8    MM    MM    MM  MM 1014.5   7.3    MM   5.3   MM +1.6    MM
2017 04 10 09 00 220  4.1  4.6    MM    MM    MM  MM 1014.2   7.4    MM   5.4   MM +1.1    MM
2017 04 10 08 00 210  2.1  2.1    MM    MM    MM  MM 1012.8   9.5    MM   3.3   MM -0.9    MM
2017 04 10 07 00 180  6.2  7.2    MM    MM    MM  MM 1012.9  10.5    MM   2.0   MM -0.3    MM
2017 04 10 06 00 170  5.7  6.2    MM    MM    MM  MM 1013.1  10.4    MM   1.8   MM +0.0    MM
2017 04 10 05 00 150  7.7  9.3    MM    MM    MM  MM 1013.7  10.3    MM   2.0   MM -0.0    MM
2017 04 10 04 00 190  4.1  5.1    MM    MM    MM  MM 1013.2  10.9    MM   2.2   MM -0.8    MM
2017 04 10 03 00 130  0.5  1.0    MM    MM    MM  MM 1013.1  10.1    MM   1.3   MM -1.6    MM
2017 04 10 02 00  MM  0.0  0.5    MM    MM    MM  MM 1013.5  10.7    MM   0.6   MM -2.2    MM
2017 04 10 01 00  40  1.5  1.5    MM    MM    MM  MM 1014.0  10.6    MM   0.4   MM -2.8    MM
2017 04 10 00 00 180  1.0  1.0    MM    MM    MM  MM 1014.7  11.0    MM  -0.9   MM -2.9    MM
2017 04 09 23 00 240  1.5  1.5    MM    MM    MM  MM 1015.7  10.4    MM   1.0   MM -2.7    MM
2017 04 09 22 00 220  1.0  1.5    MM    MM    MM  MM 1016.8  10.7    MM   0.4   MM -2.2    MM
2017 04 09 21 00 220  1.0  1.0    MM    MM    MM  MM 1017.6   9.7    MM   0.4   MM -1.9    MM
2017 04 09 20 00 220  3.1  3.1    MM    MM    MM  MM 1018.4   8.7    MM   1.4   MM -1.3    MM
2017 04 09 19 00 200  3.1  3.6    MM    MM    MM  MM 1019.0   8.1    MM   1.5   MM -0.9    MM
2017 04 09 18 00 190  3.1  3.1    MM    MM    MM  MM 1019.5   7.7    MM   2.0   MM -0.6    MM
2017 04 09 17 00 190  3.1  3.1    MM    MM    MM  MM 1019.7   6.9    MM   3.2   MM +0.0    MM
2017 04 09 16 00 190  2.6  3.1    MM    MM    MM  MM 1019.9   6.4    MM   3.3   MM +0.0    MM
2017 04 09 15 00 170  4.1  4.6    MM    MM    MM  MM 1020.1   6.1    MM   2.4   MM +0.0    MM
2017 04 09 14 00 200  4.6  5.7    MM    MM    MM  MM 1019.9   6.3    MM   2.8   MM +0.0    MM
2017 04 09 13 00 200  6.2  7.2    MM    MM    MM  MM 1019.8   6.7    MM   2.8   MM +0.0    MM
2017 04 09 12 00 150  4.6  5.7    MM    MM    MM  MM 1020.0   6.3    MM   2.9   MM +0.7    MM
2017 04 09 11 00 170  7.2  7.7    MM    MM    MM  MM 1019.8   6.7    MM   3.4   MM +0.7    MM
2017 04 09 10 00 180  8.2  9.3    MM    MM    MM  MM 1019.6   6.6    MM   3.4   MM +1.1    MM
2017 04 09 09 00 190  9.8 10.8    MM    MM    MM  MM 1019.3   6.7    MM   3.2   MM +1.4    MM
2017 04 09 08 00 190 10.3 10.8    MM    MM    MM  MM 1019.1   7.0    MM   3.4   MM +1.6    MM
2017 04 09 07 00 190 10.8 11.8    MM    MM    MM  MM 1018.5   7.3    MM   3.4   MM +1.8    MM
2017 04 09 06 00 190  9.8 10.8    MM    MM    MM  MM 1017.9   7.6    MM   3.7   MM +2.1    MM
2017 04 09 05 00 190  8.8  9.3    MM    MM    MM  MM 1017.5   7.8    MM   3.6   MM +2.3    MM
2017 04 09 04 00 190 10.3 11.3    MM    MM    MM  MM 1016.7   7.8    MM   3.6   MM +2.1    MM
2017 04 09 03 00 200  9.8 11.3    MM    MM    MM  MM 1015.8   8.3    MM   2.9   MM +1.7    MM
2017 04 09 02 00 180 10.8 11.8    MM    MM    MM  MM 1015.2   8.5    MM   4.5   MM +1.4    MM
2017 04 09 01 00 180  9.8 11.3    MM    MM    MM  MM 1014.6   8.8    MM   4.5   MM +1.0    MM
2017 04 09 00 00 180 11.3 12.9    MM    MM    MM  MM 1014.1   8.7    MM   4.0   MM +0.6    MM
2017 04 08 23 00 180 10.3 11.3    MM    MM    MM  MM 1013.8   8.9    MM   3.9   MM +0.9    MM
2017 04 08 22 00 170  7.7  8.8    MM    MM    MM  MM 1013.6   7.9    MM   4.0   MM +0.9    MM
2017 04 08 21 00 210 12.9 14.4    MM    MM    MM  MM 1013.5   7.3    MM   3.6   MM +1.2    MM
2017 04 08 20 00 180  8.2  9.3    MM    MM    MM  MM 1012.9   8.4    MM   3.1   MM +1.5    MM
2017 04 08 19 00 190 10.3 10.8    MM    MM    MM  MM 1012.7   7.8    MM   3.4   MM +2.3    MM
2017 04 08 18 00 200  9.8 10.8    MM    MM    MM  MM 1012.3   7.7    MM   3.3   MM +2.7    MM
2017 04 08 17 00 190  9.3  9.8    MM    MM    MM  MM 1011.4   7.3    MM   3.3   MM +2.4    MM
2017 04 08 16 00 190 11.3 12.9    MM    MM    MM  MM 1010.4   7.3    MM   3.8   MM +2.4    MM
2017 04 08 15 00 180 11.3 11.8    MM    MM    MM  MM 1009.6   7.0    MM   3.5   MM +2.3    MM
2017 04 08 14 00 190  9.8 10.8    MM    MM    MM  MM 1009.0   7.1    MM   4.1   MM +2.1    MM
2017 04 08 13 00 180 10.8 12.4    MM    MM    MM  MM 1008.0   7.4    MM   3.9   MM +1.7    MM
2017 04 08 12 00 180 10.3 11.3    MM    MM    MM  MM 1007.3   7.7    MM   4.1   MM +1.6    MM
2017 04 08 11 00 190 11.8 13.9    MM    MM    MM  MM 1006.9   7.7    MM   4.3   MM +1.4    MM
2017 04 08 10 00 190 12.9 14.9    MM    MM    MM  MM 1006.3   7.7    MM   4.4   MM +1.7    MM
2017 04 08 09 00 190 11.3 12.4    MM    MM    MM  MM 1005.7   7.9    MM   5.2   MM +2.0    MM
2017 04 08 08 00 190 11.3 12.9    MM    MM    MM  MM 1005.5   7.9    MM   5.7   MM +2.5    MM
2017 04 08 07 00 190 10.8 13.9    MM    MM    MM  MM 1004.6   8.2    MM   5.8   MM +2.8    MM
2017 04 08 06 00 190 11.3 12.4    MM    MM    MM  MM 1003.7   8.0    MM   6.1   MM +3.5    MM
2017 04 08 05 00 200  7.2  8.2    MM    MM    MM  MM 1003.0   7.7    MM   6.2   MM +4.5    MM
2017 04 08 04 00 190 11.8 12.9    MM    MM    MM  MM 1001.8   8.2    MM   6.0   MM +4.1    MM
2017 04 08 03 00 190 14.4 16.0    MM    MM    MM  MM 1000.2   8.4    MM   6.3   MM +4.0    MM
2017 04 08 02 00 190 15.4 17.0    MM    MM    MM  MM  998.5   8.6    MM   6.2   MM +2.3    MM
2017 04 08 01 00 190 12.9 14.4    MM    MM    MM  MM  997.7   9.8    MM   6.6   MM +2.5    MM
2017 04 08 00 00 180 12.9 15.4    MM    MM    MM  MM  996.2  11.0    MM   5.7   MM +2.7    MM
2017 04 07 23 00 180 13.4 17.0    MM    MM    MM  MM  996.2  10.9    MM   5.3   MM +3.2    MM
2017 04 07 22 00 200 13.4 16.0    MM    MM    MM  MM  995.2  10.5    MM   5.6   MM +4.2    MM
2017 04 07 21 00 190 12.9 14.4    MM    MM    MM  MM  993.5  12.2    MM   5.0   MM +3.7    MM
2017 04 07 20 00 210 11.3 12.9    MM    MM    MM  MM  993.0  10.2    MM   6.6   MM +4.2    MM
2017 04 07 19 00 190 16.0 17.5    MM    MM    MM  MM  991.0  13.2    MM   3.4   MM +3.2    MM
2017 04 07 18 00 180 11.8 12.9    MM    MM    MM  MM  989.8  12.3    MM   5.6   MM +2.4    MM
2017 04 07 17 00 170  8.2  8.8    MM    MM    MM  MM  988.8  11.7    MM   6.4   MM +0.8    MM
2017 04 07 16 00 160  4.1  4.6    MM    MM    MM  MM  987.8  11.2    MM   6.6   MM -0.4    MM
2017 04 07 15 00  40  2.1  2.6    MM    MM    MM  MM  987.4   9.3    MM   8.9   MM -0.9    MM
2017 04 07 14 00  MM  0.0  0.5    MM    MM    MM  MM  988.0   8.4    MM   8.0   MM -0.8    MM
2017 04 07 13 00 140  1.0  1.0    MM    MM    MM  MM  988.2   8.4    MM   8.1   MM +0.0    MM
2017 04 07 12 00  10  1.5  1.5    MM    MM    MM  MM  988.3   8.1    MM   7.8   MM -0.8    MM
2017 04 07 11 00  50  4.1  4.6    MM    MM    MM  MM  988.8   7.9    MM   7.5   MM -2.0    MM
2017 04 07 10 00 360  4.6  5.1    MM    MM    MM  MM  988.2   8.2    MM   7.4   MM -4.2    MM
2017 04 07 09 00  10  5.1  5.7    MM    MM    MM  MM  989.1   8.3    MM   6.8   MM -5.2    MM
2017 04 07 08 00  10  6.2  6.2    MM    MM    MM  MM  990.8   9.3    MM   7.0   MM -6.0    MM
2017 04 07 07 00  10  6.2  6.7    MM    MM    MM  MM  992.4   9.4    MM   7.1   MM -6.7    MM
2017 04 07 06 00 360  5.1  5.7    MM    MM    MM  MM  994.3   9.4    MM   7.1   MM -6.7    MM
2017 04 07 05 00  10  6.2  6.7    MM    MM    MM  MM  996.8   9.3    MM   7.1   MM -5.9    MM
2017 04 07 04 00  20  4.1  4.6    MM    MM    MM  MM  999.1   9.5    MM   8.0   MM -4.6    MM
2017 04 07 03 00  30  4.6  5.1    MM    MM    MM  MM 1001.0   9.8    MM   7.6   MM -3.5    MM
2017 04 07 02 00  40  4.1  4.6    MM    MM    MM  MM 1002.7   9.6    MM   8.2   MM -2.7    MM
2017 04 07 01 00  30  2.1  2.6    MM    MM    MM  MM 1003.7  11.3    MM   7.4   MM -2.4    MM
2017 04 07 00 00  MM  0.0  0.5    MM    MM    MM  MM 1004.5  13.2    MM   6.0   MM -1.9    MM
2017 04 06 23 00 160  1.5  1.5    MM    MM    MM  MM 1005.4  12.5    MM   7.1   MM -0.9    MM
2017 04 06 22 00 150  5.1  5.7    MM    MM    MM  MM 1006.1  12.0    MM   7.1   MM -0.3    MM
2017 04 06 21 00 160  4.6  4.6    MM    MM    MM  MM 1006.4  11.2    MM   7.7   MM +0.0    MM
2017 04 06 20 00 150  4.1  4.1    MM    MM    MM  MM 1006.3  10.0    MM   8.3   MM +0.0    MM
