#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2017 03 28 00 00 180  8.8  9.8    MM    MM    MM  MM 1021.2   9.3    MM   6.7   MM +1.0    MM
2017 03 27 23 00 180 10.3 11.8    MM    MM    MM  MM 1020.9   9.4    MM   6.2   MM +1.6    MM
2017 03 27 22 00 180  8.8 10.3    MM    MM    MM  MM 1020.9   9.4    MM   6.0   MM +1.8    MM
2017 03 27 21 00 200  9.3 10.8    MM    MM    MM  MM 1020.2   9.7    MM   5.5   MM +2.4    MM
2017 03 27 20 00 190  8.2  8.8    MM    MM    MM  MM 1019.3   9.3    MM   5.8   MM +1.9    MM
2017 03 27 19 00 190  8.2  8.8    MM    MM    MM  MM 1019.1   8.9    MM   6.2   MM +2.9    MM
2017 03 27 18 00 190  9.8 10.3    MM    MM    MM  MM 1017.8   8.8    MM   5.6   MM +2.5    MM
2017 03 27 17 00 190  8.8  9.3    MM    MM    MM  MM 1017.4   8.4    MM   6.3   MM +3.0    MM
2017 03 27 16 00 180  8.8  9.8    MM    MM    MM  MM 1016.2   7.9    MM   6.2   MM +2.2    MM
2017 03 27 15 00 180  8.2  9.3    MM    MM    MM  MM 1015.3   8.1    MM   6.6   MM +2.5    MM
2017 03 27 14 00 170  7.7  8.8    MM    MM    MM  MM 1014.4   8.0    MM   6.8   MM +2.1    MM
2017 03 27 13 00 190  7.7  8.2    MM    MM    MM  MM 1014.0   8.1    MM   6.7   MM +2.1    MM
2017 03 27 12 00 180  7.2  7.7    MM    MM    MM  MM 1012.8   8.2    MM   6.5   MM +1.2    MM
2017 03 27 11 00 170  7.2  7.7    MM    MM    MM  MM 1012.3   8.1    MM   6.7   MM +1.3    MM
2017 03 27 10 00 180  8.2  8.8    MM    MM    MM  MM 1011.9   8.3    MM   7.1   MM +1.8    MM
2017 03 27 09 00 170  8.2  9.8    MM    MM    MM  MM 1011.6   8.3    MM   7.0   MM +2.3    MM
2017 03 27 08 00 180  9.8 10.8    MM    MM    MM  MM 1011.0   8.4    MM   7.2   MM +2.3    MM
2017 03 27 07 00 180  9.8 10.3    MM    MM    MM  MM 1010.1   8.4    MM   7.7   MM +1.9    MM
2017 03 27 06 00 180 10.3 11.3    MM    MM    MM  MM 1009.3   8.5    MM   7.8   MM +1.4    MM
2017 03 27 05 00 170 10.3 11.3    MM    MM    MM  MM 1008.7   8.8    MM   7.5   MM +1.2    MM
2017 03 27 04 00 170  8.8  9.8    MM    MM    MM  MM 1008.2   8.8    MM   7.5   MM +1.0    MM
2017 03 27 03 00 180  5.7  5.7    MM    MM    MM  MM 1007.9   7.9    MM   7.5   MM +0.3    MM
2017 03 27 02 00 200  1.5  2.1    MM    MM    MM  MM 1007.5   7.4    MM   6.8   MM -0.0    MM
2017 03 27 01 00 290  1.0  1.0    MM    MM    MM  MM 1007.2   7.1    MM   5.7   MM -0.9    MM
2017 03 27 00 00 160  0.5  0.5    MM    MM    MM  MM 1007.6   7.2    MM   5.7   MM -0.8    MM
2017 03 26 23 00 150  1.5  1.5    MM    MM    MM  MM 1007.7   6.9    MM   5.4   MM -0.6    MM
2017 03 26 22 00 180  1.5  1.5    MM    MM    MM  MM 1008.1   7.4    MM   6.0   MM -0.8    MM
2017 03 26 21 00 220  1.5  2.1    MM    MM    MM  MM 1008.4   7.7    MM   5.9   MM -1.4    MM
2017 03 26 20 00 250  2.1  2.6    MM    MM    MM  MM 1008.3   7.4    MM   6.0   MM -2.3    MM
2017 03 26 19 00 180  2.6  2.6    MM    MM    MM  MM 1008.9   7.5    MM   5.9   MM -1.7    MM
2017 03 26 18 00 160  3.1  3.6    MM    MM    MM  MM 1009.8   7.1    MM   6.1   MM -0.9    MM
2017 03 26 17 00 180  3.6  4.1    MM    MM    MM  MM 1010.6   6.9    MM   5.5   MM +0.0    MM
2017 03 26 16 00 160  4.1  4.6    MM    MM    MM  MM 1010.6   7.1    MM   4.8   MM -0.8    MM
2017 03 26 15 00 140  2.6  3.6    MM    MM    MM  MM 1010.7   7.3    MM   4.8   MM -1.2    MM
2017 03 26 14 00 160  4.1  4.6    MM    MM    MM  MM 1010.7   7.5    MM   4.1   MM -2.5    MM
2017 03 26 13 00 180  4.1  4.6    MM    MM    MM  MM 1011.4   7.4    MM   4.8   MM -2.9    MM
2017 03 26 12 00 140  2.6  3.1    MM    MM    MM  MM 1011.9   7.5    MM   4.6   MM -3.4    MM
2017 03 26 11 00 160  2.6  3.1    MM    MM    MM  MM 1013.2   7.6    MM   4.8   MM -2.6    MM
2017 03 26 10 00 160  1.5  2.1    MM    MM    MM  MM 1014.3   7.3    MM   4.5   MM -2.0    MM
2017 03 26 09 00 200  2.6  2.6    MM    MM    MM  MM 1015.3   7.5    MM   4.2   MM -1.7    MM
2017 03 26 08 00 230  3.6  4.1    MM    MM    MM  MM 1015.8   7.9    MM   4.1   MM -1.5    MM
2017 03 26 07 00 180  4.1  4.6    MM    MM    MM  MM 1016.3   8.4    MM   4.0   MM -1.6    MM
2017 03 26 06 00 200  3.6  4.1    MM    MM    MM  MM 1017.0   8.1    MM   2.7   MM -1.2    MM
2017 03 26 05 00 190  2.6  3.1    MM    MM    MM  MM 1017.3   8.1    MM   2.1   MM -0.9    MM
2017 03 26 04 00 210  3.1  3.6    MM    MM    MM  MM 1017.9   8.7    MM   0.6   MM -0.5    MM
2017 03 26 03 00 210  4.6  5.1    MM    MM    MM  MM 1018.2   8.9    MM   1.7   MM -0.3    MM
2017 03 26 02 00 180  6.2  6.2    MM    MM    MM  MM 1018.2   9.3    MM   3.9   MM -0.7    MM
2017 03 26 01 00 200  5.1  5.7    MM    MM    MM  MM 1018.4   9.8    MM   1.8   MM -0.5    MM
2017 03 26 00 00 210  5.7  6.2    MM    MM    MM  MM 1018.5   9.9    MM   2.2   MM -0.8    MM
2017 03 25 23 00 210  9.3 10.3    MM    MM    MM  MM 1018.9   9.8    MM   2.1   MM -0.7    MM
2017 03 25 22 00 180  6.2  6.7    MM    MM    MM  MM 1018.9   9.3    MM   4.2   MM -0.7    MM
2017 03 25 21 00 180  7.7  8.2    MM    MM    MM  MM 1019.3   8.7    MM   4.2   MM +0.0    MM
2017 03 25 20 00 190  6.2  6.7    MM    MM    MM  MM 1019.6   8.7    MM   3.1   MM +0.3    MM
2017 03 25 19 00 180  8.2  8.8    MM    MM    MM  MM 1019.6   8.5    MM   4.2   MM +0.6    MM
2017 03 25 18 00 180  8.2  8.8    MM    MM    MM  MM 1019.5   8.1    MM   4.7   MM +0.4    MM
2017 03 25 17 00 190  7.7  8.2    MM    MM    MM  MM 1019.3   7.8    MM   4.8   MM +0.9    MM
2017 03 25 16 00 200  6.7  7.2    MM    MM    MM  MM 1019.0   7.1    MM   4.9   MM +1.0    MM
2017 03 25 15 00 180  4.6  5.7    MM    MM    MM  MM 1019.1   6.8    MM   4.8   MM +1.7    MM
2017 03 25 14 00 190  5.7  6.7    MM    MM    MM  MM 1018.4   6.9    MM   5.2   MM +1.5    MM
2017 03 25 13 00 200  7.2  8.2    MM    MM    MM  MM 1018.0   7.0    MM   5.0   MM +1.3    MM
2017 03 25 12 00 190  8.8  9.8    MM    MM    MM  MM 1017.4   7.5    MM   5.5   MM +0.6    MM
2017 03 25 11 00 190 11.3 12.9    MM    MM    MM  MM 1016.9   7.7    MM   5.5   MM +0.4    MM
2017 03 25 10 00 180 11.8 12.4    MM    MM    MM  MM 1016.7   8.0    MM   5.5   MM +0.4    MM
2017 03 25 09 00 180  9.3 10.3    MM    MM    MM  MM 1016.8   8.2    MM   6.0   MM +1.1    MM
2017 03 25 08 00 180 10.8 12.4    MM    MM    MM  MM 1016.5   8.3    MM   6.0   MM +1.5    MM
2017 03 25 07 00 180  9.3  9.8    MM    MM    MM  MM 1016.3   8.3    MM   5.5   MM +2.1    MM
2017 03 25 06 00 180  9.3 10.3    MM    MM    MM  MM 1015.7   8.6    MM   6.2   MM +2.6    MM
2017 03 25 05 00 190  9.8 10.8    MM    MM    MM  MM 1015.0   8.7    MM   6.2   MM +3.2    MM
2017 03 25 04 00 190  9.8 11.3    MM    MM    MM  MM 1014.2   8.7    MM   6.6   MM +2.8    MM
2017 03 25 03 00 190 10.3 11.8    MM    MM    MM  MM 1013.1   8.6    MM   7.1   MM +2.0    MM
2017 03 25 02 00 190  9.8 10.8    MM    MM    MM  MM 1011.8   9.4    MM   7.1   MM +2.0    MM
2017 03 25 01 00 190  7.2  7.2    MM    MM    MM  MM 1011.4   9.1    MM   7.9   MM +1.9    MM
2017 03 25 00 00 200  7.7  8.8    MM    MM    MM  MM 1011.1   9.3    MM   7.6   MM +1.2    MM
2017 03 24 23 00 180  8.8  9.3    MM    MM    MM  MM 1009.8  10.0    MM   7.1   MM +0.3    MM
2017 03 24 22 00 180 10.8 12.4    MM    MM    MM  MM 1009.5   8.9    MM   6.7   MM +0.0    MM
2017 03 24 21 00 190  9.3 10.3    MM    MM    MM  MM 1009.9   9.2    MM   7.0   MM +0.9    MM
2017 03 24 20 00 180  8.2  8.8    MM    MM    MM  MM 1009.5  10.1    MM   6.6   MM +1.0    MM
2017 03 24 19 00 170  6.7  7.2    MM    MM    MM  MM 1009.3   9.5    MM   6.6   MM +1.4    MM
2017 03 24 18 00 180  7.7  8.8    MM    MM    MM  MM 1009.0   8.9    MM   7.0   MM +0.8    MM
2017 03 24 17 00 170  8.8  9.3    MM    MM    MM  MM 1008.5   8.5    MM   7.5   MM -0.0    MM
2017 03 24 16 00 150  7.2  8.2    MM    MM    MM  MM 1007.9   8.5    MM   7.1   MM +0.0    MM
2017 03 24 15 00 160  5.7  6.7    MM    MM    MM  MM 1008.2   7.5    MM   7.2   MM +0.0    MM
2017 03 24 14 00 230  3.6  3.6    MM    MM    MM  MM 1008.4   7.6    MM   7.5   MM -0.0    MM
2017 03 24 13 00 170  2.6  3.1    MM    MM    MM  MM 1008.0   7.3    MM   7.2   MM -1.5    MM
2017 03 24 12 00 220  3.1  3.6    MM    MM    MM  MM 1008.2   7.3    MM   7.0   MM -2.4    MM
2017 03 24 11 00 180  2.1  2.1    MM    MM    MM  MM 1008.6   6.7    MM   6.3   MM -2.5    MM
2017 03 24 10 00 260  2.1  2.1    MM    MM    MM  MM 1009.5   6.6    MM   6.2   MM -2.1    MM
2017 03 24 09 00  MM  0.0  0.0    MM    MM    MM  MM 1010.6   6.2    MM   5.7   MM -1.2    MM
2017 03 24 08 00 310  0.5  1.0    MM    MM    MM  MM 1011.1   6.6    MM   6.2   MM -1.1    MM
2017 03 24 07 00 210  2.6  2.6    MM    MM    MM  MM 1011.6   7.2    MM   6.5   MM -0.9    MM
2017 03 24 06 00 200  2.6  2.6    MM    MM    MM  MM 1011.8   7.3    MM   6.4   MM -0.8    MM
2017 03 24 05 00 220  2.1  2.6    MM    MM    MM  MM 1012.2   7.3    MM   6.0   MM -0.5    MM
2017 03 24 04 00 230  6.2  6.7    MM    MM    MM  MM 1012.5   8.2    MM   6.2   MM -0.3    MM
2017 03 24 03 00 220  6.2  6.7    MM    MM    MM  MM 1012.6   8.8    MM   5.5   MM -0.9    MM
2017 03 24 02 00 200  4.1  4.6    MM    MM    MM  MM 1012.7  11.4    MM   2.9   MM -1.5    MM
2017 03 24 01 00 160  3.1  3.1    MM    MM    MM  MM 1012.8  10.5    MM   4.8   MM -2.6    MM
2017 03 24 00 00 180  2.6  2.6    MM    MM    MM  MM 1013.5  11.8    MM  -0.1   MM -2.7    MM
2017 03 23 23 00 200  1.0  1.5    MM    MM    MM  MM 1014.2  11.0    MM   0.7   MM -3.0    MM
2017 03 23 22 00 160  2.1  2.1    MM    MM    MM  MM 1015.4  10.6    MM   1.1   MM -2.7    MM
2017 03 23 21 00 200  3.6  3.6    MM    MM    MM  MM 1016.2   9.5    MM   2.5   MM -2.3    MM
2017 03 23 20 00 190  3.6  4.1    MM    MM    MM  MM 1017.2   9.2    MM   3.4   MM -1.2    MM
2017 03 23 19 00 170  5.1  5.7    MM    MM    MM  MM 1018.1   8.8    MM   3.0   MM -0.4    MM
2017 03 23 18 00 180  5.7  6.2    MM    MM    MM  MM 1018.5   8.2    MM   3.4   MM +0.0    MM
2017 03 23 17 00 180  6.2  6.7    MM    MM    MM  MM 1018.4   7.7    MM   3.4   MM +0.0    MM
2017 03 23 16 00 160  4.6  5.1    MM    MM    MM  MM 1018.5   7.1    MM   3.5   MM +0.0    MM
2017 03 23 15 00 180  6.7  7.2    MM    MM    MM  MM 1018.6   7.0    MM   3.8   MM +0.7    MM
2017 03 23 14 00 180  8.8  9.8    MM    MM    MM  MM 1018.3   6.9    MM   4.4   MM +0.5    MM
2017 03 23 13 00 180  7.2  8.2    MM    MM    MM  MM 1018.4   6.9    MM   4.9   MM +0.4    MM
2017 03 23 12 00 190  9.8 10.3    MM    MM    MM  MM 1017.9   7.0    MM   4.9   MM +0.0    MM
2017 03 23 11 00 190 10.8 11.8    MM    MM    MM  MM 1017.8   7.1    MM   5.1   MM -0.4    MM
2017 03 23 10 00 200 10.3 11.3    MM    MM    MM  MM 1018.0   7.3    MM   4.7   MM +0.0    MM
2017 03 23 09 00 190  9.3 10.3    MM    MM    MM  MM 1018.1   7.2    MM   4.4   MM +0.4    MM
2017 03 23 08 00 190 10.3 11.8    MM    MM    MM  MM 1018.2   7.3    MM   4.6   MM +1.0    MM
2017 03 23 07 00 180 10.8 11.3    MM    MM    MM  MM 1017.9   7.4    MM   4.1   MM +1.7    MM
2017 03 23 06 00 200 11.3 11.8    MM    MM    MM  MM 1017.7   7.4    MM   4.3   MM +2.2    MM
2017 03 23 05 00 200 11.8 13.9    MM    MM    MM  MM 1017.2   8.0    MM   4.0   MM +2.9    MM
2017 03 23 04 00 190 12.9 13.9    MM    MM    MM  MM 1016.2   8.1    MM   4.3   MM +3.2    MM
2017 03 23 03 00 190 10.8 12.4    MM    MM    MM  MM 1015.5   8.4    MM   4.6   MM +3.2    MM
2017 03 23 02 00 210 14.4 17.0    MM    MM    MM  MM 1014.3   9.3    MM   3.5   MM +2.5    MM
2017 03 23 01 00 200 13.4 16.0    MM    MM    MM  MM 1013.0  10.0    MM   5.0   MM +2.4    MM
2017 03 23 00 00 180 12.4 14.4    MM    MM    MM  MM 1012.3   9.6    MM   6.8   MM +1.6    MM
2017 03 22 23 00 200 13.4 14.9    MM    MM    MM  MM 1011.8  10.2    MM   5.7   MM +1.6    MM
2017 03 22 22 00 190 11.8 13.4    MM    MM    MM  MM 1010.6  10.9    MM   5.4   MM +0.7    MM
2017 03 22 21 00 190  9.3 10.3    MM    MM    MM  MM 1010.7  10.7    MM   6.0   MM +0.9    MM
2017 03 22 20 00 190 12.4 14.4    MM    MM    MM  MM 1010.2  11.4    MM   4.8   MM +0.8    MM
2017 03 22 19 00 200  6.2  6.7    MM    MM    MM  MM 1009.9  10.7    MM   6.0   MM +1.3    MM
2017 03 22 18 00 150  0.5  1.0    MM    MM    MM  MM 1009.8   9.9    MM   7.6   MM +1.7    MM
2017 03 22 17 00 220  6.7  8.2    MM    MM    MM  MM 1009.4   8.7    MM   5.9   MM +1.8    MM
2017 03 22 16 00 190  4.6  4.6    MM    MM    MM  MM 1008.6   9.3    MM   7.5   MM +1.8    MM
2017 03 22 15 00 150  3.6  3.6    MM    MM    MM  MM 1008.1   9.5    MM   7.3   MM +2.1    MM
2017 03 22 14 00 170  5.1  5.7    MM    MM    MM  MM 1007.6   9.7    MM   7.1   MM +1.3    MM
2017 03 22 13 00 180  6.7  7.2    MM    MM    MM  MM 1006.8  10.0    MM   6.8   MM +1.3    MM
2017 03 22 12 00 160  7.7  8.2    MM    MM    MM  MM 1006.0   9.5    MM   6.9   MM +0.3    MM
2017 03 22 11 00 160  3.6  4.6    MM    MM    MM  MM 1006.3   8.7    MM   7.6   MM -0.0    MM
2017 03 22 10 00 150  4.1  4.6    MM    MM    MM  MM 1005.5   9.2    MM   6.3   MM -1.6    MM
2017 03 22 09 00 160  3.6  4.1    MM    MM    MM  MM 1005.7   9.6    MM   7.2   MM -0.7    MM
2017 03 22 08 00 160  2.6  2.6    MM    MM    MM  MM 1006.4   8.5    MM   8.3   MM +0.4    MM
2017 03 22 07 00 150  4.1  4.1    MM    MM    MM  MM 1007.1   8.8    MM   8.5   MM +0.7    MM
2017 03 22 06 00 150  2.1  3.1    MM    MM    MM  MM 1006.4   9.7    MM   8.3   MM -0.0    MM
2017 03 22 05 00 100  2.1  4.1    MM    MM    MM  MM 1006.0  10.3    MM   8.2   MM -0.8    MM
2017 03 22 04 00 180  0.5  1.5    MM    MM    MM  MM 1006.4  10.7    MM   7.5   MM +0.0    MM
2017 03 22 03 00 140  2.1  2.6    MM    MM    MM  MM 1006.4  10.8    MM   7.1   MM +0.0    MM
2017 03 22 02 00 190  6.2  7.2    MM    MM    MM  MM 1006.8  11.0    MM   8.1   MM -0.0    MM
2017 03 22 01 00 190  3.6  3.6    MM    MM    MM  MM 1006.2   9.5    MM   7.9   MM +0.0    MM
2017 03 22 00 00 160  2.6  3.1    MM    MM    MM  MM 1006.2  10.0    MM   8.3   MM -0.3    MM
2017 03 21 23 00 150  4.6  5.1    MM    MM    MM  MM 1006.6   9.6    MM   8.5   MM +0.3    MM
2017 03 21 22 00 180  3.6  4.1    MM    MM    MM  MM 1006.4   9.2    MM   7.9   MM +0.5    MM
2017 03 21 21 00 180  5.1  5.1    MM    MM    MM  MM 1006.5   8.9    MM   7.5   MM +0.9    MM
2017 03 21 20 00 160  4.1  4.1    MM    MM    MM  MM 1006.3   8.9    MM   7.6   MM +0.6    MM
2017 03 21 19 00 170  1.5  1.5    MM    MM    MM  MM 1005.9   8.8    MM   7.1   MM -0.0    MM
2017 03 21 18 00  40  1.5  1.5    MM    MM    MM  MM 1005.6   8.4    MM   7.5   MM -0.7    MM
2017 03 21 17 00  30  2.6  2.6    MM    MM    MM  MM 1005.7   7.6    MM   7.4   MM -0.9    MM
2017 03 21 16 00 360  2.6  3.1    MM    MM    MM  MM 1006.1   7.1    MM   6.9   MM -1.0    MM
2017 03 21 15 00 330  2.1  2.6    MM    MM    MM  MM 1006.3   6.7    MM   6.3   MM -1.3    MM
2017 03 21 14 00  40  1.0  1.5    MM    MM    MM  MM 1006.6   6.5    MM   6.1   MM -1.0    MM
2017 03 21 13 00 360  0.5  0.5    MM    MM    MM  MM 1007.1   6.2    MM   5.4   MM -0.7    MM
2017 03 21 12 00  MM  0.0  0.5    MM    MM    MM  MM 1007.6   6.6    MM   5.4   MM -0.8    MM
2017 03 21 11 00 140  1.5  1.5    MM    MM    MM  MM 1007.6   7.2    MM   4.3   MM -1.4    MM
2017 03 21 10 00  40  1.0  1.0    MM    MM    MM  MM 1007.8   7.4    MM   4.1   MM -2.1    MM
2017 03 21 09 00  30  1.5  1.5    MM    MM    MM  MM 1008.4   7.9    MM   4.3   MM -2.1    MM
2017 03 21 08 00 360  2.1  2.6    MM    MM    MM  MM 1009.0   8.0    MM   5.1   MM -2.4    MM
2017 03 21 07 00 350  2.6  2.6    MM    MM    MM  MM 1009.9   8.0    MM   5.5   MM -2.0    MM
2017 03 21 06 00  30  2.6  3.1    MM    MM    MM  MM 1010.5   7.8    MM   5.5   MM -1.7    MM
2017 03 21 05 00  20  1.5  2.1    MM    MM    MM  MM 1011.4   7.9    MM   5.3   MM -0.8    MM
2017 03 21 04 00  30  3.1  3.6    MM    MM    MM  MM 1011.9   8.0    MM   4.4   MM -0.5    MM
2017 03 21 03 00  50  3.1  3.1    MM    MM    MM  MM 1012.2   8.2    MM   5.0   MM -0.4    MM
2017 03 21 02 00  40  2.6  3.1    MM    MM    MM  MM 1012.2   9.0    MM   1.4   MM -0.8    MM
2017 03 21 01 00  30  4.1  4.6    MM    MM    MM  MM 1012.4   8.8    MM   2.4   MM -1.1    MM
2017 03 21 00 00  20  3.6  4.1    MM    MM    MM  MM 1012.6   8.3    MM   4.4   MM -1.5    MM
